43186	2622	2648	33385
43286	2626	2673	33458
43386	2630	2697	33531
43486	2634	2722	33604
43586	2639	2747	33677
43686	2643	2772	33750
43786	2648	2797	33823
43886	2652	2822	33896
43986	2657	2847	33969
44086	2661	2872	34042
44186	2666	2896	34116
44286	2671	2921	34189
44386	2675	2946	34262
44486	2680	2971	34336
44586	2685	2995	34409
44686	2690	3020	34483
44786	2695	3045	34556
44886	2700	3069	34630
44986	2705	3094	34703
45086	2710	3118	34777
45186	2715	3143	34851
45286	2720	3167	34924
45386	2726	3191	34998
45486	2731	3215	35072
45586	2736	3240	35146
45686	2742	3264	35220
45786	2747	3288	35294
45886	2752	3311	35369
45986	2758	3335	35443
46086	2763	3359	35517
46186	2769	3383	35592
46286	2775	3406	35666
46386	2780	3429	35741
46486	2786	3453	35815
46586	2792	3476	35890
46686	2797	3499	35965
46786	2803	3522	36040
46886	2809	3545	36115
46986	2815	3567	36190
47086	2821	3590	36265
47186	2826	3612	36340
47286	2832	3635	36415
47386	2838	3657	36491
47486	2844	3679	36566
47586	2850	3701	36642
47686	2856	3722	36718
47786	2862	3744	36794
47886	2868	3765	36870
47986	2874	3786	36946
48086	2880	3808	37022
48186	2887	3828	37098
48286	2893	3849	37174
48386	2899	3870	37251
48486	2905	3890	37327
48586	2911	3910	37404
48686	2917	3930	37481
48786	2924	3950	37558
48886	2930	3970	37635
48986	2936	3989	37712
49086	2942	4008	37789
49186	2948	4027	37866
49286	2955	4046	37944
49386	2961	4065	38022
49486	2967	4083	38099
49586	2974	4101	38177
49686	2980	4119	38255
49786	2986	4137	38333
49886	2992	4154	38411
49986	2999	4172	38490
49999	2999	4180	38500
50000	3000	4207	38500
50000	3000	4181	38500
50050	3003	4188	38540
50100	3006	4196	38579
50150	3009	4205	38618
50250	3015	4217	38697
50350	3021	4233	38776
50450	3028	4249	38855
50550	3034	4265	38934
50650	3040	4281	39013
50750	3047	4296	39092
50850	3053	4311	39172
50950	3059	4326	39251
51050	3065	4341	39331
51150	3072	4356	39411
51250	3078	4370	39491
51350	3084	4384	39571
51450	3090	4398	39652
51550	3096	4411	39732
51650	3102	4424	39813
51750	3109	4437	39893
51850	3115	4450	39974
51950	3121	4462	40055
52050	3127	4475	40136
52150	3133	4486	40218
52250	3139	4498	40299
52350	3145	4509	40381
52450	3151	4520	40463
52550	3157	4531	40544
52650	3163	4542	40626
52750	3169	4552	40709
52850	3175	4562	40791
52950	3181	4571	40873
53050	3186	4581	40956
53150	3192	4590	41039
53250	3198	4598	41122
53350	3204	4607	41205
53450	3210	4615	41288
53550	3215	4623	41371
53650	3221	4630	41455
53750	3226	4637	41539
53850	3232	4644	41622
53950	3238	4651	41706
54050	3243	4657	41791
54150	3249	4663	41875
54250	3254	4669	41959
54350	3259	4675	42044
54450	3265	4680	42129
54550	3270	4684	42213
54650	3275	4689	42298
54750	3281	4693	42384
54850	3286	4697	42469
54950	3291	4701	42554
55050	3296	4704	42640
55150	3301	4707	42726
55250	3306	4709	42812
55350	3311	4712	42898
55450	3316	4714	42984
55550	3321	4715	43070
55650	3325	4717	43157
55750	3330	4718	43244
55850	3335	4719	43330
55950	3339	4719	43417
56050	3344	4719	43505
56150	3349	4719	43592
56250	3353	4719	43679
56350	3357	4718	43767
56450	3362	4717	43854
56550	3366	4715	43942
56650	3370	4714	44030
56750	3375	4712	44118
56850	3379	4709	44207
56950	3383	4706	44295
57050	3387	4703	44384
57150	3391	4700	44472
57250	3395	4697	44561
57350	3398	4693	44650
57450	3402	4688	44739
57550	3406	4684	44829
57650	3409	4679	44918
57750	3413	4674	45008
57850	3417	4668	45097
57950	3420	4663	45187
58050	3423	4657	45277
58150	3427	4650	45367
58250	3430	4644	45458
58350	3433	4637	45548
58450	3436	4629	45638
58550	3439	4622	45729
58650	3442	4614	45820
58750	3445	4606	45911
58850	3448	4597	46002
58950	3451	4588	46093
59050	3453	4579	46184
59150	3456	4570	46276
59250	3458	4560	46367
59350	3461	4551	46459
59450	3463	4540	46551
59550	3466	4530	46643
59650	3468	4519	46735
59750	3470	4508	46827
59850	3472	4497	46919
59950	3474	4485	47011
60050	3476	4473	47104
60150	3478	4461	47196
60250	3480	4449	47289
60350	3481	4436	47382
60450	3483	4423	47475
60550	3485	4410	47568
60650	3486	4396	47661
60750	3487	4382	47754
60850	3489	4368	47848
60950	3490	4354	47941
61050	3491	4339	48035
61150	3492	4325	48129
61250	3493	4310	48222
61350	3494	4294	48316
61450	3495	4279	48410
61550	3496	4263	48504
61650	3497	4247	48598
61750	3497	4231	48693
61850	3498	4214	48787
61950	3498	4197	48882
62050	3499	4180	48976
62150	3499	4163	49071
62250	3499	4146	49165
62350	3499	4128	49260
62450	3499	4110	49355
62550	3499	4092	49450
62650	3499	4074	49545
62750	3499	4055	49640
62850	3499	4037	49735
62950	3499	4018	49831
63050	3498	3999	49926
63150	3498	3979	50021
63250	3497	3960	50117
63350	3497	3940	50212
63450	3496	3920	50308
63550	3495	3900	50404
63650	3494	3880	50499
63750	3493	3859	50595
63850	3492	3839	50691
63950	3491	3818	50787
64050	3490	3797	50883
64150	3489	3776	50979
64250	3487	3754	51075
64350	3486	3733	51171
64450	3485	3711	51267
64550	3483	3690	51363
64650	3481	3668	51460
64750	3480	3645	51556
64850	3478	3623	51652
64950	3476	3601	51749
65050	3474	3578	51845
65150	3472	3556	51942
65250	3470	3533	52038
65350	3468	3510	52135
65450	3466	3487	52231
65550	3463	3464	52328
65650	3461	3441	52424
65750	3458	3417	52521
65850	3456	3394	52618
65950	3453	3370	52714
66050	3451	3347	52811
66150	3448	3323	52908
66250	3445	3299	53004
66350	3442	3275	53101
66450	3439	3251	53198
66550	3436	3227	53295
66650	3433	3203	53391
66750	3430	3178	53488
66850	3427	3154	53585
66950	3423	3130	53682
67050	3420	3105	53778
67150	3417	3081	53875
67250	3413	3056	53972
67350	3409	3031	54069
67450	3406	3007	54165
67550	3402	2982	54262
67650	3398	2957	54359
67750	3395	2932	54456
67850	3391	2908	54552
67950	3387	2883	54649
68050	3383	2858	54746
68150	3379	2833	54842
68250	3375	2808	54939
68350	3370	2783	55036
68450	3366	2758	55132
68550	3362	2733	55229
68650	3357	2708	55325
68750	3353	2683	55422
68850	3349	2658	55518
68950	3344	2633	55614
69050	3339	2608	55711
69150	3335	2584	55807
69250	3330	2559	55903
69350	3325	2534	56000
69450	3321	2509	56096
69550	3316	2484	56192
69650	3311	2460	56288
69750	3306	2435	56384
69850	3301	2410	56480
69950	3296	2386	56576
70050	3291	2361	56672
70150	3286	2337	56768
70250	3281	2312	56864
70350	3275	2288	56959
70450	3270	2264	57055
70550	3265	2240	57151
70650	3259	2215	57246
70750	3254	2191	57342
70850	3249	2167	57437
70950	3243	2144	57532
71050	3238	2120	57627
71150	3232	2096	57723
71250	3226	2073	57818
71350	3221	2049	57913
71450	3215	2026	58008
71550	3210	2003	58102
71650	3204	1979	58197
71750	3198	1956	58292
71850	3192	1933	58387
71950	3186	1911	58481
72050	3181	1888	58575
72150	3175	1866	58670
72250	3169	1843	58764
72350	3163	1821	58858
72450	3157	1799	58952
72550	3151	1777	59046
72650	3145	1755	59140
72750	3139	1734	59234
72850	3133	1712	59327
72950	3127	1691	59421
73050	3121	1670	59514
73150	3115	1649	59608
73250	3109	1628	59701
73350	3102	1607	59794
73450	3096	1587	59887
73550	3090	1567	59980
73650	3084	1547	60073
73750	3078	1527	60166
73850	3072	1507	60258
73950	3065	1487	60351
74050	3059	1468	60443
74150	3053	1449	60535
74250	3047	1430	60627
74350	3040	1411	60719
74450	3034	1393	60811
74550	3028	1375	60903
74650	3021	1357	60995
74750	3015	1339	61086
74850	3009	1321	61177
74950	3003	1304	61269
75050	2996	1287	61360
75150	2990	1270	61451
75250	2984	1253	61542
75350	2978	1236	61632
75450	2971	1220	61723
75550	2965	1204	61813
75650	2959	1188	61904
75750	2952	1173	61994
75850	2946	1158	62084
75950	2940	1143	62174
76050	2934	1128	62264
76150	2927	1113	62353
76250	2921	1099	62443
76350	2915	1085	62532
76450	2909	1071	62622
76550	2903	1058	62711
76650	2897	1045	62800
76750	2890	1032	62888
76850	2884	1019	62977
76950	2878	1006	63066
77049	2872	994	63154
77149	2866	982	63242
77249	2860	971	63330
77349	2854	960	63418
77449	2848	949	63506
77549	2842	938	63594
77649	2836	927	63681
77749	2830	917	63769
77849	2824	907	63856
77949	2818	898	63943
78049	2813	888	64030
78149	2807	879	64117
78249	2801	871	64203
78349	2795	862	64290
78449	2789	854	64376
78549	2784	846	64462
78649	2778	839	64548
78749	2773	831	64634
78849	2767	824	64720
78949	2761	818	64806
79049	2756	811	64891
79149	2750	805	64976
79249	2745	800	65061
79349	2740	794	65146
79449	2734	789	65231
79549	2729	784	65316
79649	2724	780	65400
79749	2718	776	65485
79849	2713	772	65569
79949	2708	768	65653
80049	2703	765	65737
80149	2698	762	65821
80249	2693	759	65904
80349	2688	757	65988
80449	2683	755	66071
80549	2678	753	66154
80649	2674	752	66237
80749	2669	751	66320
80849	2664	750	66403
80949	2660	749	66486
81049	2655	749	66568
81149	2650	750	66650
81249	2646	750	66732
81349	2642	751	66814
81449	2637	752	66896
81549	2633	753	66978
81649	2629	755	67060
81749	2624	757	67141
81849	2620	759	67222
81949	2616	762	67303
82049	2612	765	67384
82149	2608	768	67465
82249	2604	772	67546
82349	2601	776	67626
82449	2597	780	67707
82549	2593	785	67787
82649	2590	790	67867
82749	2586	795	67947
82849	2582	800	68027
82949	2579	806	68107
83049	2576	812	68186
83149	2572	818	68266
83249	2569	825	68345
83349	2566	832	68424
83449	2563	839	68503
83549	2560	847	68582
83649	2557	855	68661
83749	2554	863	68740
83849	2551	871	68818
83949	2548	880	68897
84049	2546	889	68975
84149	2543	898	69053
84249	2541	908	69131
84349	2538	918	69209
84449	2536	928	69287
84549	2533	939	69364
84649	2531	950	69442
84749	2529	961	69519
84849	2527	972	69597
84949	2525	984	69674
85049	2523	995	69751
85149	2521	1008	69828
85249	2519	1020	69905
85349	2518	1033	69981
85449	2516	1046	70058
85549	2514	1059	70134
85649	2513	1072	70211
85749	2512	1086	70287
85849	2510	1100	70363
85949	2509	1115	70439
86049	2508	1129	70515
86149	2507	1144	70591
86249	2506	1159	70667
86349	2505	1174	70743
86449	2504	1190	70818
86549	2503	1206	70894
86649	2502	1222	70969
86749	2502	1238	71044
86849	2501	1254	71119
86949	2501	1271	71195
87049	2500	1288	71270
87149	2500	1305	71345
87249	2500	1323	71419
87349	2500	1340	71494
87449	2500	1358	71569
87549	2500	1376	71643
87649	2500	1395	71718
87749	2500	1413	71792
87849	2500	1432	71867
87949	2500	1451	71941
88049	2501	1470	72015
88149	2501	1489	72089
88249	2502	1509	72163
88349	2502	1528	72237
88449	2503	1548	72311
88549	2504	1568	72385
88649	2505	1589	72459
88749	2506	1609	72533
88849	2507	1630	72607
88949	2508	1651	72680
89049	2509	1672	72754
89149	2510	1693	72827
89249	2512	1714	72901
89349	2513	1736	72974
89449	2514	1757	73048
89549	2516	1779	73121
89649	2518	1801	73194
89749	2519	1823	73268
89849	2521	1845	73341
89949	2523	1868	73414
90049	2525	1890	73487
90149	2527	1913	73560
90249	2529	1936	73633
90349	2531	1958	73706
90449	2533	1981	73779
90549	2536	2005	73852
90649	2538	2028	73925
90749	2541	2051	73998
90849	2543	2075	74071
90949	2546	2098	74144
91049	2548	2122	74217
91149	2551	2146	74290
91249	2554	2170	74363
91349	2557	2194	74435
91449	2560	2218	74508
91549	2563	2242	74581
91649	2566	2266	74654
91749	2569	2290	74727
91849	2572	2315	74799
91949	2576	2339	74872
92049	2579	2363	74945
92149	2582	2388	75018
92249	2586	2413	75091
92349	2590	2437	75163
92449	2593	2462	75236
92549	2597	2487	75309
92649	2601	2511	75382
92749	2604	2536	75455
92849	2608	2561	75527
92949	2612	2586	75600
93049	2616	2611	75673
93149	2620	2636	75746
93249	2624	2661	75819
93349	2629	2685	75892
93449	2633	2710	75965
93549	2637	2735	76038
93649	2642	2760	76111
93749	2646	2785	76184
93849	2650	2810	76257
93949	2655	2835	76330
94049	2660	2860	76404
94149	2664	2885	76477
94249	2669	2910	76550
94349	2674	2935	76623
94449	2678	2959	76697
94549	2683	2984	76770
94649	2688	3009	76844
94749	2693	3034	76917
94849	2698	3058	76991
94949	2703	3083	77064
95049	2708	3107	77138
95149	2713	3132	77212
95249	2718	3156	77285
95349	2724	3180	77359
95449	2729	3205	77433
95549	2734	3229	77507
95649	2740	3253	77581
95749	2745	3277	77655
95849	2750	3301	77729
95949	2756	3325	77804
96049	2761	3349	77878
96149	2767	3372	77952
96249	2773	3396	78027
96349	2778	3419	78101
96449	2784	3443	78176
96549	2789	3466	78251
96649	2795	3489	78326
96749	2801	3512	78400
96849	2807	3535	78475
96949	2813	3558	78550
97049	2818	3580	78626
97149	2824	3603	78701
97249	2830	3625	78776
97349	2836	3647	78851
97449	2842	3670	78927
97549	2848	3691	79003
97649	2854	3713	79078
97749	2860	3735	79154
97849	2866	3756	79230
97949	2872	3778	79306
98049	2878	3799	79382
98149	2884	3820	79458
98249	2890	3840	79535
98349	2897	3861	79611
98449	2903	3882	79688
98549	2909	3902	79764
98649	2915	3922	79841
98749	2921	3942	79918
98849	2927	3961	79995
98949	2934	3981	80072
99049	2940	4000	80149
99149	2946	4019	80226
99249	2952	4038	80304
99349	2959	4057	80381
99449	2965	4076	80459
99549	2971	4094	80537
99649	2978	4112	80615
99749	2984	4130	80693
99849	2990	4147	80771
99949	2996	4165	80849
100000	2999	4177	80889
